#open, high, low, volume, close
262000,263500,257500,175076,259500
259000,263000,257000,148120,259000
260000,262000,256000,93215,259000
259000,260000,255000,93172,258500
259500,266500,258000,166684,266500
266500,266500,257000,152519,260000
258500,260000,256500,155645,257000
254000,258500,248000,257754,249000
256000,256500,249500,168505,251000
253500,255500,250000,175973,254000
254500,255000,251000,140176,251500
252000,255500,249000,144983,254000
254500,258500,249500,141364,250000
249000,255000,249000,122942,252500
251000,256000,249000,189093,253500
254000,257000,251500,157606,253000
254000,254500,247000,137523,249000
250000,250500,244500,183190,247500
247500,251500,245500,102439,247500
249000,251500,245500,152747,247500
247500,249000,245500,199869,248000
249500,253000,247500,156469,251500
252500,260500,250000,247964,260000
258000,259500,252500,194278,255500
253000,254500,250000,128922,250500
250000,252000,248000,45471,249500
249000,250500,246000,85065,248500
246500,250000,246000,115183,250000
250500,251000,247500,117518,250000
251500,253500,246000,184692,249000
252000,252000,238000,302469,239000
239000,239500,229500,257384,231500
232500,235000,230500,145708,231000
231000,235000,230500,124784,234000
236500,236500,232500,126127,236000
234000,238500,231000,172789,236000
236000,236500,232000,69756,236000
236000,238000,233500,104788,236000
236000,241000,236000,260223,240000
240000,242000,239000,177263,241000
236500,244000,236500,173303,242500
242000,250000,241500,245165,246500
247500,251000,246500,218547,247500
246500,251500,246000,159671,250000
251500,252500,248500,114673,251000
247500,251500,247000,75116,250000
247000,258000,247000,128765,256000
256000,258000,251500,191461,252500
256000,262500,255500,281469,260000
261000,264000,256500,166606,260500
263500,263500,258500,52859,260500
260000,263000,258500,101773,260000
260000,260500,253500,210486,259500
253500,257500,253500,137281,254500
254500,261500,254500,120882,260500
259000,262000,257000,84661,262000
263000,263000,254500,129752,258500
258500,258500,254500,81113,258500
255500,256000,251000,146007,253500
252000,256000,250500,101444,256000
